c1,c1_context,c2,c2_context,match_type
pt tigaraksa satria tbk,"The company is engaged in the business of sales and distribution in a national wide scale. Currently, activities run by the company through its business unit and subsidiaries are Consumer Products, Direct selling of Educational Products, Gas Refill & appliances, and dry milk manufacture.",ts tbk,TS=TBK=TGM. In my opinion. Upvote 4. Downvote Reply reply ... company. listening to TBK gives me nostalgia of discovering swans. tho on some ...,Match
pt tigaraksa satria tbk,"The company is engaged in the business of sales and distribution in a national wide scale. Currently, activities run by the company through its business unit and subsidiaries are Consumer Products, Direct selling of Educational Products, Gas Refill & appliances, and dry milk manufacture.",tigaraksa s tbk,"The company is engaged in the business of sales and distribution in a national wide scale. Currently, activities run by the company through its business unit and subsidiaries are Consumer Products, Direct selling of Educational Products, Gas Refill & appliances, and dry milk manufacture.",Match
iss indonesia,"About us. ISS
, a leading workplace experience and facility management company, provides placemaking solutions that contribute to better business performance and makes life easier, more productive and enjoyable – delivered to high standards by people who care.",iss indonezia,"About us. ISS
, a leading workplace experience and facility management company, provides placemaking solutions that contribute to better business performance and makes life easier, more productive and enjoyable – delivered to high standards by people who care.",Match
iss indonesia,"About us. ISS
, a leading workplace experience and facility management company, provides placemaking solutions that contribute to better business performance and makes life easier, more productive and enjoyable – delivered to high standards by people who care.",is indonesia,Who are the main players? What are the risks? What is Indonesia's position in the broader world perspective? Visit Indonesia's industries & sectors page. Risks.,Match
iss indonesia,"About us. ISS
, a leading workplace experience and facility management company, provides placemaking solutions that contribute to better business performance and makes life easier, more productive and enjoyable – delivered to high standards by people who care.",iss indo,"... business world by selling foreign cars and liquors in the US. As the company grew the decision to offshore IT work was implemented, giving (ISS) Indo ...",Match
iss indonesia,"About us. ISS
, a leading workplace experience and facility management company, provides placemaking solutions that contribute to better business performance and makes life easier, more productive and enjoyable – delivered to high standards by people who care.",i s s indonesia,"About us. ISS
, a leading workplace experience and facility management company, provides placemaking solutions that contribute to better business performance and makes life easier, more productive and enjoyable – delivered to high standards by people who care.",Match
iss indonesia,"About us. ISS
, a leading workplace experience and facility management company, provides placemaking solutions that contribute to better business performance and makes life easier, more productive and enjoyable – delivered to high standards by people who care.",issindonesia,"About us. ISS
, a leading workplace experience and facility management company, provides placemaking solutions that contribute to better business performance and makes life easier, more productive and enjoyable – delivered to high standards by people who care.",Match
iss indonesia,"About us. ISS
, a leading workplace experience and facility management company, provides placemaking solutions that contribute to better business performance and makes life easier, more productive and enjoyable – delivered to high standards by people who care.",iss indonisia,"About us. ISS
, a leading workplace experience and facility management company, provides placemaking solutions that contribute to better business performance and makes life easier, more productive and enjoyable – delivered to high standards by people who care.",Match
iss indonesia,"About us. ISS
, a leading workplace experience and facility management company, provides placemaking solutions that contribute to better business performance and makes life easier, more productive and enjoyable – delivered to high standards by people who care.",is indonezia,Who are the main players? What are the risks? What is Indonesia's position in the broader world perspective? Visit Indonesia's industries & sectors page. Risks.,Match
pt. pelabuhan indonesia ii or indonesia port corporation ii,"Company information for Pt. Pelabuhan Indonesia Ii Or Indonesia Port Corporation Ii , including website, description, revenue, employees, headquarters, ...",pt. pelabuhan indonesia ii,PT Pelabuhan Indonesia II (Persero) is a leading provider of port management services in Indonesia and is setting new standards in the industry having recently transformed into the Indonesian Port Corporation (IPC).,Match
pt. pelabuhan indonesia ii or indonesia port corporation ii,"Company information for Pt. Pelabuhan Indonesia Ii Or Indonesia Port Corporation Ii , including website, description, revenue, employees, headquarters, ...",indonesia port corporation ii,About us. PT Pelabuhan Indonesia II (IPC) was born as a follow-up to Law No. 21 of 1992 regarding business entity port. PT Pelindo II is one of the state in the transport sector which is engaged in the management and operation of public ports. Companies operating areas include 10 provinces to manage 12 ports.,Match
pt. pelabuhan indonesia ii or indonesia port corporation ii,"Company information for Pt. Pelabuhan Indonesia Ii Or Indonesia Port Corporation Ii , including website, description, revenue, employees, headquarters, ...",pt pelindo ii,"Pelindo officially founded on 1 October 2021 as a result of integration between four state-owned enterprises PT Pelindo I (Persero), PT Pelindo II (Persero), PT ...",Match
pt. pelabuhan indonesia ii or indonesia port corporation ii,"Company information for Pt. Pelabuhan Indonesia Ii Or Indonesia Port Corporation Ii , including website, description, revenue, employees, headquarters, ...",pelindo ii,PT Pelabuhan Indonesia II (Persero) is a leading provider of port management services in Indonesia and is setting new standards in the industry having recently transformed into the Indonesian Port Corporation (IPC).,Match
pt. pelabuhan indonesia ii or indonesia port corporation ii,"Company information for Pt. Pelabuhan Indonesia Ii Or Indonesia Port Corporation Ii , including website, description, revenue, employees, headquarters, ...",indonesia port corp ii,"Local Port Name : Port of Tanjung Priok, Port Authority : Indonesia Port Corp II, Port Code : IDTPP, Type : Seaport, Latitude : 6° 7' 0"" S, Longitude : 106° 52 ...",Match
pt. pelabuhan indonesia ii or indonesia port corporation ii,"Company information for Pt. Pelabuhan Indonesia Ii Or Indonesia Port Corporation Ii , including website, description, revenue, employees, headquarters, ...",pelabuhani ii,PERUM Pelabuhan II (Public Port Corporation II) established by the Government Regulation No. 15 of 1983 was one of four Public Port Companies to manage commercial ports.,Match
pt. pelabuhan indonesia ii or indonesia port corporation ii,"Company information for Pt. Pelabuhan Indonesia Ii Or Indonesia Port Corporation Ii , including website, description, revenue, employees, headquarters, ...",pt pelabuhan indo ii,PT Pelabuhan Indonesia II (Persero) is a leading provider of port management services in Indonesia and is setting new standards in the industry having recently transformed into the Indonesian Port Corporation (IPC).,Match
star energy,"Star Energy Group plc is an onshore energy business.
Our primary focus has been on oil and gas extraction, but we are now using our existing and highly complementary skill set to develop and build a geothermal business of scale, as we transition to a renewable future.",starr energy,"Starr Energy provides wind turbine installation and maintenance, site survey, solar power, home standby generators, electrical service work, electrical vehicle charging stations, and residential and commercial remodeling. We want to make your investment in electrical energy comfortable, reliable, and long-lasting.",Match
star energy,"Star Energy Group plc is an onshore energy business.
Our primary focus has been on oil and gas extraction, but we are now using our existing and highly complementary skill set to develop and build a geothermal business of scale, as we transition to a renewable future.",star energi,"Star Energy Group plc is an onshore energy business.
Our primary focus has been on oil and gas extraction, but we are now using our existing and highly complementary skill set to develop and build a geothermal business of scale, as we transition to a renewable future.",Match
star energy,"Star Energy Group plc is an onshore energy business.
Our primary focus has been on oil and gas extraction, but we are now using our existing and highly complementary skill set to develop and build a geothermal business of scale, as we transition to a renewable future.",s tar energy,"Mar 7, 2022 —",Match
star energy,"Star Energy Group plc is an onshore energy business.
Our primary focus has been on oil and gas extraction, but we are now using our existing and highly complementary skill set to develop and build a geothermal business of scale, as we transition to a renewable future.",starenergy,"logo-starenergy · Oil & Gas · Geothermal. About Us. Star Energy was established in 2003 as an national energy company, with its base of operation in Indonesia.",Match
star energy,"Star Energy Group plc is an onshore energy business.
Our primary focus has been on oil and gas extraction, but we are now using our existing and highly complementary skill set to develop and build a geothermal business of scale, as we transition to a renewable future.",stenergy,"Stenergy · Management, Scientific, and Technical Consulting Services · Computer Systems Design and Related Services · Business Support Services ...",Match
star energy,"Star Energy Group plc is an onshore energy business.
Our primary focus has been on oil and gas extraction, but we are now using our existing and highly complementary skill set to develop and build a geothermal business of scale, as we transition to a renewable future.",ser energy,"At Serenergy Corp, we care about doing the job correctly. Our business model is centered on one thing – top-notch talent.",Match
star energy,"Star Energy Group plc is an onshore energy business.
Our primary focus has been on oil and gas extraction, but we are now using our existing and highly complementary skill set to develop and build a geothermal business of scale, as we transition to a renewable future.",s. energy,"S-Energy Co., Ltd. develops and provides total solution for solar photovoltaic including solar cell module such as system design, production, integration, installation, maintenance and remote monitoring and control. The Company also constructs solar power plant and provides other new and renewable energy.",Match
ayana resort and spa bali,AYANA's traditional-style accommodation includes a 290-room hotel and The Villas at AYANA Resort's 78 private pool villas. The unique recreational and well-being experiences include the world's largest Aquatonic Seawater Therapy Pool and Spa on the Rocks treatment villas amidst the ocean.,ayana resort spa bali,"Bali's only fully integrated resort
Award-winning AYANA Resort and Spa, BALI is a world–class destination resort located on 90 hectares of cliff-top land perched above Jimbaran Bay, just 10 kilometers from Bali airport.",Match
ayana resort and spa bali,AYANA's traditional-style accommodation includes a 290-room hotel and The Villas at AYANA Resort's 78 private pool villas. The unique recreational and well-being experiences include the world's largest Aquatonic Seawater Therapy Pool and Spa on the Rocks treatment villas amidst the ocean.,ayana resort bali,"The award-winning AYANA Resort Bali is committed to providing world-class service to each guest. Offering the best highlights of Balinese culture, breathtaking scenery and unparalleled spa and wellness facilities, AYANA is a rejuvenating and wellness-giving destination getaway and hideaway.",Match
ayana resort and spa bali,AYANA's traditional-style accommodation includes a 290-room hotel and The Villas at AYANA Resort's 78 private pool villas. The unique recreational and well-being experiences include the world's largest Aquatonic Seawater Therapy Pool and Spa on the Rocks treatment villas amidst the ocean.,ayana r and s bali,"The award-winning AYANA Resort Bali is committed to providing world-class service to each guest. Offering the best highlights of Balinese culture, breathtaking scenery and unparalleled spa and wellness facilities, AYANA is a rejuvenating and wellness-giving destination getaway and hideaway.",Match
ayana resort and spa bali,AYANA's traditional-style accommodation includes a 290-room hotel and The Villas at AYANA Resort's 78 private pool villas. The unique recreational and well-being experiences include the world's largest Aquatonic Seawater Therapy Pool and Spa on the Rocks treatment villas amidst the ocean.,ayana resort & spa bali,No Desc,Match
ayana resort and spa bali,AYANA's traditional-style accommodation includes a 290-room hotel and The Villas at AYANA Resort's 78 private pool villas. The unique recreational and well-being experiences include the world's largest Aquatonic Seawater Therapy Pool and Spa on the Rocks treatment villas amidst the ocean.,ar and s bali,It's easy if you have 100k free to start a business with and another 50k to keep it running and 5-10 years before you make a profit of any kind.,Match
ayana resort and spa bali,AYANA's traditional-style accommodation includes a 290-room hotel and The Villas at AYANA Resort's 78 private pool villas. The unique recreational and well-being experiences include the world's largest Aquatonic Seawater Therapy Pool and Spa on the Rocks treatment villas amidst the ocean.,ayana r s bali,No Desc,Match
ayana resort and spa bali,AYANA's traditional-style accommodation includes a 290-room hotel and The Villas at AYANA Resort's 78 private pool villas. The unique recreational and well-being experiences include the world's largest Aquatonic Seawater Therapy Pool and Spa on the Rocks treatment villas amidst the ocean.,ayana resort and spa,"The award-winning AYANA Resort Bali is committed to providing world-class service to each guest. Offering the best highlights of Balinese culture, breathtaking scenery and unparalleled spa and wellness facilities, AYANA is a rejuvenating and wellness-giving destination getaway and hideaway.",Match
pt timas suplindo,"Founded in 1989 as a fabricator and erector of mechanical equipment company, Timas has now transformed and established as one of Indonesian leading onshore & offshore EPCIC contractor.",pt temis suplindo,"Founded in 1989 as a fabricator and erector of mechanical equipment company, Timas has now transformed and established as one of Indonesian leading onshore & offshore EPCIC contractor.",Match
pt timas suplindo,"Founded in 1989 as a fabricator and erector of mechanical equipment company, Timas has now transformed and established as one of Indonesian leading onshore & offshore EPCIC contractor.",pt timas suplndo,"Founded in 1989 as a fabricator and erector of mechanical equipment company, Timas has now transformed and established as one of Indonesian leading onshore & offshore EPCIC contractor.",Match
pt timas suplindo,"Founded in 1989 as a fabricator and erector of mechanical equipment company, Timas has now transformed and established as one of Indonesian leading onshore & offshore EPCIC contractor.",timas suplindo,"Founded in 1989 as a fabricator and erector of mechanical equipment company, Timas has now transformed and established as one of Indonesian leading onshore & offshore EPCIC contractor. With decades of experiences, we are able to deliver the most promising outcome and are always a step ahead from our competitors.",Match
pt timas suplindo,"Founded in 1989 as a fabricator and erector of mechanical equipment company, Timas has now transformed and established as one of Indonesian leading onshore & offshore EPCIC contractor.",timasuplindo,"Founded in 1989 as a fabricator and erector of mechanical equipment company, Timas has now transformed and established as one of Indonesian leading onshore & offshore EPCIC contractor. With decades of experiences, we are able to deliver the most promising outcome and are always a step ahead from our competitors.",Match
pt timas suplindo,"Founded in 1989 as a fabricator and erector of mechanical equipment company, Timas has now transformed and established as one of Indonesian leading onshore & offshore EPCIC contractor.",pt t suplindo,"PT Timas Suplindo (Indonesia)
The company operates in the Fabricated Structural Metal Manufacturing industry. It was incorporated on November 21, 1989. The company's latest financial report indicates a net sales revenue increase of 19.16% in 2022. Its' total assets recorded a growth of 19.22%.Feb 28, 2024",Match
pt timas suplindo,"Founded in 1989 as a fabricator and erector of mechanical equipment company, Timas has now transformed and established as one of Indonesian leading onshore & offshore EPCIC contractor.",pt timas supli,No Desc,Match
pt timas suplindo,"Founded in 1989 as a fabricator and erector of mechanical equipment company, Timas has now transformed and established as one of Indonesian leading onshore & offshore EPCIC contractor.",p timas suplindo,"What company does Timas Suplindo work for? Timas Suplindo works for Alphagraha as SOFTWARE ADOBE ACROBAT PRO, Qty What is Timas Suplindo's role in Alphagraha?",Match
pt asuransi adira dinamika (adira insurance),"After its success in establishing its branded car insurance product known as Autocillin, launched in September 2003, it then followed with a motorcycle insurance product called Motopro, currently the Company is also recognised for other leading insurance products including property, accident and health, heavy equipment ...",pt asuransi adira dinamika,"After its success in establishing its branded car insurance product known as Autocillin, launched in September 2003, it then followed with a motorcycle insurance product called Motopro, currently the Company is also recognised for other leading insurance products including property, accident and health, heavy equipment ...",Match
pt asuransi adira dinamika (adira insurance),"After its success in establishing its branded car insurance product known as Autocillin, launched in September 2003, it then followed with a motorcycle insurance product called Motopro, currently the Company is also recognised for other leading insurance products including property, accident and health, heavy equipment ...",adira insurance,"Adira Insurance operates as a general insurance company. It offers wide range of insurance facilities including motor vehicle insurance, non-motor vehicle insurance, health, personal accident, property, heavy equipment, vessel, and engineering insurance.",Match
pt asuransi adira dinamika (adira insurance),"After its success in establishing its branded car insurance product known as Autocillin, launched in September 2003, it then followed with a motorcycle insurance product called Motopro, currently the Company is also recognised for other leading insurance products including property, accident and health, heavy equipment ...",pt a a dinamika,"PT. Dinamika Expressindo is a leading freight forwarder and logistics provider in Indonesia, established in 1991. The company is one of the fastest growing ...",Match
pt asuransi adira dinamika (adira insurance),"After its success in establishing its branded car insurance product known as Autocillin, launched in September 2003, it then followed with a motorcycle insurance product called Motopro, currently the Company is also recognised for other leading insurance products including property, accident and health, heavy equipment ...",asuransi adira,"After its success in establishing its branded car insurance product known as Autocillin, launched in September 2003, it then followed with a motorcycle insurance product called Motopro, currently the Company is also recognised for other leading insurance products including property, accident and health, heavy equipment ...",Match
pt asuransi adira dinamika (adira insurance),"After its success in establishing its branded car insurance product known as Autocillin, launched in September 2003, it then followed with a motorcycle insurance product called Motopro, currently the Company is also recognised for other leading insurance products including property, accident and health, heavy equipment ...",adira dinamika,"The Company provides car financing; motorcycle financing; multipurpose financing; and electronic, furniture and gadget financing. It offers the convenience of owning a new and used car on credit from a selection of brands.",Match
pt asuransi adira dinamika (adira insurance),"After its success in establishing its branded car insurance product known as Autocillin, launched in September 2003, it then followed with a motorcycle insurance product called Motopro, currently the Company is also recognised for other leading insurance products including property, accident and health, heavy equipment ...",pt a a insurance,PT Capital Life Syariah (Calisa) and PT AA Insurance Brokers (AAP) signed a marketing cooperation agreement for Financing Capital Insurance products on ...,Match
pt asuransi adira dinamika (adira insurance),"After its success in establishing its branded car insurance product known as Autocillin, launched in September 2003, it then followed with a motorcycle insurance product called Motopro, currently the Company is also recognised for other leading insurance products including property, accident and health, heavy equipment ...",pt adira insurance,No Desc,Match
pt. indonesia oppo electronics,"Find company research, competitor information, contact details & financial data for PT. INDONESIA OPPO ELECTRONICS of Kota Administrasi Jakarta Selatan, ...",indonesia oppo electronics,"Indonesia OPPO Electronics, the local unit of Guangdong-based smartphone manufacturer OPPO Electronics, has increased its local production capacity by more than 50 percent as it anticipates rising demand from Indonesian customers and a new, expanded export market in 2017.Jan 2, 2017",Match
pt. indonesia oppo electronics,"Find company research, competitor information, contact details & financial data for PT. INDONESIA OPPO ELECTRONICS of Kota Administrasi Jakarta Selatan, ...",oppo indonesia,"The selfie expert and leader, OPPO is ranked as the number top 5 smartphone brand globally and is providing excellent selfie experiences to more and more young people around the world. For the last 10 years, OPPO has been focusing on selfie technology breakthroughs.",Match
pt. indonesia oppo electronics,"Find company research, competitor information, contact details & financial data for PT. INDONESIA OPPO ELECTRONICS of Kota Administrasi Jakarta Selatan, ...",indonesia oppo,"Indonesia OPPO Electronics, the local unit of Guangdong-based smartphone manufacturer OPPO Electronics, has increased its local production capacity by more than 50 percent as it anticipates rising demand from Indonesian customers and a new, expanded export market in 2017.Jan 2, 2017",Match
pt. indonesia oppo electronics,"Find company research, competitor information, contact details & financial data for PT. INDONESIA OPPO ELECTRONICS of Kota Administrasi Jakarta Selatan, ...",pt oppo electronics,ms Oppo; my Oppo; ne ओप्पो इलेक्ट्रानिक्स; nl Oppo; no Oppo; pa ਓਪੋ; pl Oppo; pt Oppo Electronics; qu Oppo; ro OPPO; ru Oppo; sah OPPO; simple Oppo Electronics; sk Oppo ...,Match
pt. indonesia oppo electronics,"Find company research, competitor information, contact details & financial data for PT. INDONESIA OPPO ELECTRONICS of Kota Administrasi Jakarta Selatan, ...",indonesia o e,"India Bank Intl Indonesia: OE: Postage, Telegrams, Telephone and etc (INR mn), 2.332 2018. India Bank Intl Indonesia: OE: Repairs and Maintenance (INR mn) ...",Match
pt. indonesia oppo electronics,"Find company research, competitor information, contact details & financial data for PT. INDONESIA OPPO ELECTRONICS of Kota Administrasi Jakarta Selatan, ...",oppo electronics,"OPPO Electronics Corporation is an electronics manufacturer based in Dongguan, Guangdong, China. Its major product lines include MP3 players, portable Media players, LCD-TVs, e-books, DVD/Blu-ray Disc players, and mobile phones.",Match
pt. indonesia oppo electronics,"Find company research, competitor information, contact details & financial data for PT. INDONESIA OPPO ELECTRONICS of Kota Administrasi Jakarta Selatan, ...",pt indonesia oppo,"Find company research, competitor information, contact details & financial data for PT. INDONESIA OPPO ELECTRONICS of Kota Administrasi Jakarta Selatan, ...",Match
